Mod:Item:MetaData, Localized Name
mocreatures:fur, Fur
mocreatures:omelet, Omelette
mocreatures:turtleraw, Raw Turtle
mocreatures:turtlecooked, Cooked Turtle
mocreatures:turtlesoup, Turtle Soup
mocreatures:staffportal, Wyvern Portal Staff
mocreatures:ancientsilverscrap, Ancient Silver Scrap
mocreatures:ancientsilveringot, Ancient Silver Ingot
mocreatures:ancientsilvernugget, Ancient Silver Nugget
mocreatures:fine_silver_ingot, Fine Silver Ingot
mocreatures:fine_silver_nugget, Fine Silver Nugget
mocreatures:ancient_silver_helmet, Ancient Silver Helmet
mocreatures:ancient_silver_chestplate, Ancient Silver Chestplate
mocreatures:ancient_silver_leggings, Ancient Silver Leggings
mocreatures:ancient_silver_boots, Ancient Silver Boots
mocreatures:firestonechunk, Firestone Chunk [NYI]
mocreatures:whip, Whip
mocreatures:reptile_whip, Reptile Whip
mocreatures:nunchaku, Ninja Nunchaku
mocreatures:sai, Ninja Sai
mocreatures:bo, Ninja Bo Staff
mocreatures:katana, Ninja Katana
mocreatures:sharksword, Shark Sword
mocreatures:shark_mattock, Shark Mattock
mocreatures:sharkaxe, Shark Axe
mocreatures:silversword, Ancient Silver Sword
mocreatures:ancient_silver_mattock, Ancient Silver Mattock
mocreatures:silveraxe, Ancient Silver Axe
mocreatures:ancient_silver_bow, Ancient Silver Bow
mocreatures:essencedarkness, Essence of Darkness
mocreatures:essence_eternal, Essence of Eternity [NYI]
mocreatures:essencefire, Essence of Fire
mocreatures:essence_ice, Essence of Ice [NYI]
mocreatures:essenceundead, Essence of Undead
mocreatures:essencelight, Essence of Lightness
mocreatures:amuletbone:0, Bone Amulet
mocreatures:amuletbonefull:0, Bone Amulet
mocreatures:amuletghost:0, Ghost Amulet
mocreatures:amuletghostfull:0, Ghost Amulet
mocreatures:amuletfairy:0, Fairy Amulet
mocreatures:amuletfairyfull:0, Fairy Amulet
mocreatures:amuletpegasus:0, Sky Amulet
mocreatures:amuletpegasusfull:0, Sky Amulet
mocreatures:fishnet:0, Fishing Net
mocreatures:fishnetfull:0, Fishing Net
mocreatures:petamulet:0, Pet Amulet
mocreatures:petamuletfull:0, Pet Amulet
mocreatures:furhelmet, Fur Hood
mocreatures:furchest, Fur Tunic
mocreatures:furlegs, Fur Pants
mocreatures:furboots, Fur Boots
mocreatures:heartdarkness, Heart of Darkness
mocreatures:heart_eternal, Heart of Eternity [NYI]
mocreatures:heartfire, Heart of Fire
mocreatures:heart_ice, Heart of Ice [NYI]
mocreatures:heartundead, Heart of Undead
mocreatures:ostrichraw, Raw Ostrich
mocreatures:ostrichcooked, Cooked Ostrich
mocreatures:unicornhorn, Unicorn Horn
mocreatures:horsearmorcrystal, Crystal Horse Armor
mocreatures:mysticpear, Mystic Pear
mocreatures:recordshuffle, Zebra Music Disc
mocreatures:wyvwood_door, Wyvwood Door
mocreatures:hide, Hide
mocreatures:turkeyraw, Raw Turkey
mocreatures:turkeycooked, Cooked Turkey
mocreatures:duckraw, Raw Duck
mocreatures:duckcooked, Cooked Duck
mocreatures:hidehelmet, Hide Cap
mocreatures:hidechest, Hide Tunic
mocreatures:hidelegs, Hide Pants
mocreatures:hideboots, Hide Shoes
mocreatures:ratraw, Raw Rat
mocreatures:ratcooked, Cooked Rat
mocreatures:ratburger, Rat Burger
mocreatures:venisonraw, Raw Venison
mocreatures:venisoncooked, Cooked Venison
mocreatures:chitinblack, Dark Chitin
mocreatures:chitin, Earth Chitin
mocreatures:chitinnether, Fire Chitin
mocreatures:chitinfrost, Frost Chitin
mocreatures:chitinundead, Undead Chitin
mocreatures:scorpswordcave, Dark Scorpion Blade
mocreatures:dark_scorpion_mattock, Dark Scorpion Mattock
mocreatures:scorpaxecave, Dark Scorpion Axe
mocreatures:scorpsworddirt, Earth Scorpion Blade
mocreatures:earth_scorpion_mattock, Earth Scorpion Mattock
mocreatures:scorpaxedirt, Earth Scorpion Axe
mocreatures:scorpswordnether, Fire Scorpion Blade
mocreatures:fire_scorpion_mattock, Fire Scorpion Mattock
mocreatures:scorpaxenether, Fire Scorpion Axe
mocreatures:scorpswordfrost, Frost Scorpion Blade
mocreatures:frost_scorpion_mattock, Frost Scorpion Mattock
mocreatures:scorpaxefrost, Frost Scorpion Axe
mocreatures:scorpswordundead, Undead Scorpion Blade
mocreatures:undead_scorpion_mattock, Undead Scorpion Mattock
mocreatures:scorpaxeundead, Undead Scorpion Axe
mocreatures:scorphelmetcave, Dark Scorpion Helmet
mocreatures:scorpplatecave, Dark Scorpion Chestplate
mocreatures:scorplegscave, Dark Scorpion Leggings
mocreatures:scorpbootscave, Dark Scorpion Boots
mocreatures:scorphelmetdirt, Earth Scorpion Helmet
mocreatures:scorpplatedirt, Earth Scorpion Chestplate
mocreatures:scorplegsdirt, Earth Scorpion Leggings
mocreatures:scorpbootsdirt, Earth Scorpion Boots
mocreatures:scorphelmetnether, Fire Scorpion Helmet
mocreatures:scorpplatenether, Fire Scorpion Chestplate
mocreatures:scorplegsnether, Fire Scorpion Leggings
mocreatures:scorpbootsnether, Fire Scorpion Boots
mocreatures:scorphelmetfrost, Frost Scorpion Helmet
mocreatures:scorpplatefrost, Frost Scorpion Chestplate
mocreatures:scorplegsfrost, Frost Scorpion Leggings
mocreatures:scorpbootsfrost, Frost Scorpion Boots
mocreatures:scorphelmetundead, Undead Scorpion Helmet
mocreatures:scorpplateundead, Undead Scorpion Chestplate
mocreatures:scorplegsundead, Undead Scorpion Leggings
mocreatures:scorpbootsundead, Undead Scorpion Boots
mocreatures:scorpstingcave, Dark Scorpion Stinger
mocreatures:scorpstingdirt, Earth Scorpion Stinger
mocreatures:scorpstingnether, Fire Scorpion Stinger
mocreatures:scorpstingfrost, Frost Scorpion Stinger
mocreatures:scorpstingundead, Undead Scorpion Stinger
mocreatures:tuskswood, Wood Tusks
mocreatures:tusksiron, Iron Tusks
mocreatures:tusksdiamond, Diamond Tusks
mocreatures:elephantchest, Elephant Chest
mocreatures:elephantgarment, Elephant Garment
mocreatures:elephantharness, Elephant Harness
mocreatures:elephanthowdah, Elephant Howdah
mocreatures:mammothplatform, Mammoth Platform
mocreatures:scrolloffreedom, Scroll of Freedom
mocreatures:scrollofsale, Scroll of Sale
mocreatures:scrollofrenaming, Scroll of Renaming
mocreatures:crabraw, Raw Crab
mocreatures:crabcooked, Cooked Crab
elementalend:fire_frame, Flames End Portal Frame
elementalend:water_frame, Tides End Portal Frame
elementalend:lightning_frame, Storms End Portal Frame
elementalend:earth_frame, Nature End Portal Frame
elementalend:order_frame, Order End Portal Frame
elementalend:chaos_frame, Chaos End Portal Frame
elementalend:aether_frame, Aether End Portal Frame
elementalend:nether_frame, Nether End Portal Frame
elementalend:magic_frame, Magic End Portal Frame
elementalend:void_frame, Void End Portal Frame
elementalend:icy_frame, Frost End Portal Frame
elementalend:arid_frame, Dunes End Portal Frame
elementalend:fire_eye, Eye of Flames
elementalend:water_eye, Eye of Tides
elementalend:lightning_eye, Eye of Storms
elementalend:earth_eye, Eye of Nature
elementalend:order_eye, Eye of Order
elementalend:chaos_eye, Eye of Chaos
elementalend:aether_eye, Eye of Aether
elementalend:nether_eye, Eye of Nether
elementalend:magic_eye, Eye of Magic
elementalend:void_eye, Eye of Void
elementalend:icy_eye, Eye of Frost
elementalend:arid_eye, Eye of Dunes
suikefoxfriend:fox_spawn_egg, Spawn Eggs Fox
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:framingtable, Framing Table
framedcompactdrawers:framed_compact_drawer, Framed Compacting Drawer
framedcompactdrawers:framed_drawer_controller:0, Framed Drawer Controller
framedcompactdrawers:framed_slave:0, Framed Controller Slave
futuremc:banner_pattern:0, Banner Pattern
futuremc:banner_pattern:1, Banner Pattern
futuremc:banner_pattern:2, Banner Pattern
futuremc:banner_pattern:3, Banner Pattern
futuremc:banner_pattern:4, Banner Pattern
futuremc:banner_pattern:5, Banner Pattern
futuremc:honeycomb, Honeycomb
futuremc:honey_bottle, Honey Bottle
futuremc:sweet_berries, Sweet Berries
futuremc:suspicious_stew, Suspicious Stew
futuremc:bamboo, Bamboo
futuremc:lantern, Lantern
futuremc:stonecutter, Stonecutter
futuremc:barrel, Barrel
futuremc:smoker, Smoker
futuremc:blast_furnace, Blast Furnace
futuremc:loom, Loom
futuremc:fletching_table, Fletching Table
futuremc:smithing_table, Smithing Table
futuremc:cartography_table, Cartography Table
futuremc:grindstone, Grindstone
futuremc:composter, Composter
futuremc:bell, Bell
futuremc:honey_block, Honey Block
futuremc:honeycomb_block, Honeycomb Block
futuremc:lily_of_the_valley, Lily of the Valley
futuremc:cornflower, Cornflower
futuremc:wither_rose, Wither Rose
futuremc:campfire, Campfire
futuremc:scaffolding, Scaffolding
futuremc:bee_nest, Bee Nest
futuremc:beehive, Bee Hive
futuremc:stripped_acacia_log, Stripped Acacia Wood
futuremc:stripped_jungle_log, Stripped Jungle Wood
futuremc:stripped_birch_log, Stripped Birch Wood
futuremc:stripped_oak_log, Stripped Oak Wood
futuremc:stripped_spruce_log, Stripped Spruce Wood
futuremc:stripped_dark_oak_log, Stripped Dark Oak Wood
futuremc:smooth_stone, Smooth Stone
futuremc:smooth_quartz, Smooth Quartz
futuremc:stripped_acacia_wood, Stripped Acacia Block
futuremc:stripped_jungle_wood, Stripped Jungle Block
futuremc:stripped_birch_wood, Stripped Birch Block
futuremc:stripped_oak_wood, Stripped Oak Block
futuremc:stripped_spruce_wood, Stripped Spruce Block
futuremc:stripped_dark_oak_wood, Stripped Dark Oak Block
futuremc:soul_fire_lantern, Soul Lantern
futuremc:soul_fire_torch, Soul Torch
futuremc:soul_soil, Soul Soil
futuremc:netherite_ingot, Netherite Ingot
futuremc:netherite_scrap, Netherite Scrap
futuremc:netherite_axe, Netherite Axe
futuremc:netherite_hoe, Netherite Hoe
futuremc:netherite_pickaxe, Netherite Pickaxe
futuremc:netherite_shovel, Netherite Shovel
futuremc:netherite_sword, Netherite Sword
futuremc:netherite_helmet, Netherite Helmet
futuremc:netherite_chestplate, Netherite Chestplate
futuremc:netherite_leggings, Netherite Leggings
futuremc:netherite_boots, Netherite Boots
futuremc:chain, Chain
futuremc:netherite_block, Block of Netherite
futuremc:ancient_debris, Ancient Debris
futuremc:record_otherside, Music Disc
harkenscythe:reaper_guidebook, Reaper's Guidebook
harkenscythe:basic_essence_keeper, Basic Essence Keeper
harkenscythe:basic_essence_keeper_blood, Basic Blood Keeper
harkenscythe:basic_essence_keeper_soul, Basic Soul Keeper
harkenscythe:essence_keeper, Essence Keeper
harkenscythe:essence_keeper_blood, Blood Keeper
harkenscythe:essence_keeper_soul, Soul Keeper
harkenscythe:essence_vessel, Essence Vessel
harkenscythe:essence_vessel_blood, Blood Vessel
harkenscythe:essence_vessel_soul, Soul Vessel
harkenscythe:essence_trinket_blood, Blood Trinket
harkenscythe:essence_trinket_blood_ethereal, Ethereal Blood Trinket
harkenscythe:essence_trinket_soul, Soul Trinket
harkenscythe:essence_trinket_soul_ethereal, Ethereal Soul Trinket
harkenscythe:silence_ring, Reaper's Ring of Silence
harkenscythe:parasitica_ring, Reaper's Ring of Parasitica
harkenscythe:alteration_ring, Reaper's Ring of Alteration
harkenscythe:reversal_ring, Reaper's Ring of Role Reversal
harkenscythe:wooden_scythe, Wooden Reaping Scythe
harkenscythe:stone_scythe, Stone Reaping Scythe
harkenscythe:iron_scythe, Iron Reaping Scythe
harkenscythe:golden_scythe, Golden Reaping Scythe
harkenscythe:diamond_scythe, Diamond Reaping Scythe
harkenscythe:biomass_scythe, Biomass Reaping Scythe
harkenscythe:livingmetal_scythe, Livingmetal Reaping Scythe
harkenscythe:reaper_scythe, Soul Reaper
harkenscythe:lady_harken_scythe, Lady Harken Scythe
harkenscythe:wooden_glaive, Wooden Reaping Glaive
harkenscythe:stone_glaive, Stone Reaping Glaive
harkenscythe:iron_glaive, Iron Reaping Glaive
harkenscythe:golden_glaive, Golden Reaping Glaive
harkenscythe:diamond_glaive, Diamond Reaping Glaive
harkenscythe:biomass_glaive, Biomass Reaping Glaive
harkenscythe:livingmetal_glaive, Livingmetal Reaping Glaive
harkenscythe:blood_essence, Bloody Essence
harkenscythe:blood_essence_sickly, Sickly Bloody Essence
harkenscythe:blood_essence_intoxicated, Intoxicated Bloody Essence
harkenscythe:blood_essence_warped, Warped Bloody Essence
harkenscythe:soul_essence, Ghostly Essence
harkenscythe:soul_essence_grieving, Grieving Ghostly Essence
harkenscythe:soul_essence_culled, Culled Ghostly Essence
harkenscythe:soul_essence_spectral, Spectral Ghostly Essence
harkenscythe:soul_essence_wrathful, Wrathful Ghostly Essence
harkenscythe:abyssal_fragment, Abyssal Fragment
harkenscythe:soumberglass_ingot, Soumberglass Ingot
harkenscythe:soul_soot, Soul Soot
harkenscythe:ancient_necronomicon, Ancient Necronomicon
harkenscythe:ancient_necronomicon_page, Ancient Necronomicon Page
harkenscythe:carnage_book, Book of Carnage
harkenscythe:shadow_book, Book of Shadows
harkenscythe:refresh_tome, Tome of Refreshing
harkenscythe:creepball, Creepball
harkenscythe:biomass_seed, Biomass Seed
harkenscythe:germinated_biomass_seed, Germinated Biomass Seed
harkenscythe:biomass, Biomass
harkenscythe:biomass_sword, Biomass Sword
harkenscythe:biomass_shovel, Biomass Shovel
harkenscythe:biomass_pickaxe, Biomass Pickaxe
harkenscythe:biomass_axe, Biomass Axe
harkenscythe:biomass_hoe, Biomass Hoe
harkenscythe:biomass_helmet, Biomass Mask
harkenscythe:biomass_chestplate, Biomass Chestplate
harkenscythe:biomass_leggings, Biomass Leggings
harkenscythe:biomass_boots, Biomass Boots
harkenscythe:livingmetal_ingot, Livingmetal Ingot
harkenscythe:livingmetal_sword, Livingmetal Sword
harkenscythe:livingmetal_shovel, Livingmetal Shovel
harkenscythe:livingmetal_pickaxe, Livingmetal Pickaxe
harkenscythe:livingmetal_axe, Livingmetal Axe
harkenscythe:livingmetal_hoe, Livingmetal Hoe
harkenscythe:livingmetal_shears, Livingmetal Shears
harkenscythe:livingmetal_helmet, Livingmetal Helmet
harkenscythe:livingmetal_chestplate, Livingmetal Chestplate
harkenscythe:livingmetal_leggings, Livingmetal Leggings
harkenscythe:livingmetal_boots, Livingmetal Boots
harkenscythe:soul_cake, Cake of Souls
harkenscythe:soul_cookie, Cookie of Souls
harkenscythe:blunt_harken_blade, Blunt Harken Blade
harkenscythe:harken_athame, Harken Athame
harkenscythe:unpowered_totem_of_undying, Unpowered Totem of Undying
harkenscythe:dimensional_mirror, Dimensional Mirror
harkenscythe:deadtime_watch, Deadtime Watch
harkenscythe:spectral_pickaxe, Spectral Pickaxe
harkenscythe:damaged_vampire_knife, Damaged Vampire Knife
harkenscythe:vampire_knife, Vampire Knife
harkenscythe:vampire_knife_projectile, Vampire Knife Projectile
harkenscythe:blood_butcherer, Blood Butcherer
harkenscythe:spectral_glass_bottle, Spectral Glass Bottle
harkenscythe:bloodweave_hood, Bloodweave Hood
harkenscythe:bloodweave_robe, Bloodweave Robe
harkenscythe:bloodweave_pants, Bloodweave Pants
harkenscythe:bloodweave_shoes, Bloodweave Shoes
harkenscythe:soulweave_hood, Soulweave Hood
harkenscythe:soulweave_robe, Soulweave Robe
harkenscythe:soulweave_pants, Soulweave Pants
harkenscythe:soulweave_shoes, Soulweave Shoes
harkenscythe:spectral_potion_affliction, Spectral Potion of Affliction
harkenscythe:spectral_potion_flame, Spectral Potion of Flame
harkenscythe:spectral_potion_purifying, Spectral Potion of Purifying
harkenscythe:spectral_potion_water, Spectral Potion of Water
harkenscythe:biomass_block, Biomass Block
harkenscythe:livingmetal_block, Block of Livingmetal
harkenscythe:spectral_glass, Lunar Spectral Glass
harkenscythe:spectral_glass_inverted, Solar Spectral Glass
harkenscythe:spectral_glass_pane, Lunar Spectral Glass Pane
harkenscythe:spectral_glass_pane_inverted, Solar Spectral Glass Pane
harkenscythe:creep_block, Creep Block
harkenscythe:creep_block_tilled, Tilled Creep Block
harkenscythe:creep_block_tilled_bloodied, Bloodied Tilled Creep Block
harkenscythe:bloodweave_cloth, Bloodweave Cloth
harkenscythe:soulweave_cloth, Soulweave Cloth
harkenscythe:blood_crucible, Blood Crucible
harkenscythe:blood_absorber, Blood Absorber
harkenscythe:soul_crucible, Soul Crucible
harkenscythe:soul_absorber, Soul Absorber
harkenscythe:blood_altar, Altar of Blood
harkenscythe:soul_altar, Altar of Souls
harkenscythe:livingmetal_core, Livingmetal Core
hooked:hook:0, Wooden Hook
hooked:hook:1, Iron Hook
hooked:hook:2, Diamond Hook
hooked:hook:3, Red Hook
hooked:hook:4, Ender Hook
hooked:microcrafting:0, Plant Fiber
hooked:microcrafting:1, Rope
hooked:microcrafting:2, Iron Chain Link
hooked:microcrafting:3, Iron Chain
iceandfire:lectern, Lectern
iceandfire:podium:0, Oak Podium
iceandfire:podium:1, Spruce Podium
iceandfire:podium:2, Birch Podium
iceandfire:podium:3, Jungle Podium
iceandfire:podium:4, Acacia Podium
iceandfire:podium:5, Dark Oak Podium
iceandfire:fire_lily, Fire Lily
iceandfire:frost_lily, Frost Lily
iceandfire:lightning_lily, Lightning Lily
iceandfire:copperpile, Pile of Copper
iceandfire:goldpile, Pile of Gold
iceandfire:silverpile, Pile of Silver
iceandfire:diamondpile, Pile of Diamonds
iceandfire:amethyst_ore, Amethyst Ore
iceandfire:copper_ore, Copper Ore
iceandfire:ruby_ore, Ruby Ore
iceandfire:silver_ore, Silver Ore
iceandfire:sapphire_ore, Sapphire Ore
iceandfire:amethyst_block, Amethyst Block
iceandfire:copper_block, Copper Block
iceandfire:ruby_block, Ruby Block
iceandfire:silver_block, Silver Block
iceandfire:sapphire_block, Sapphire Block
iceandfire:chared_dirt, Charred Dirt
iceandfire:chared_grass, Charred Grass
iceandfire:chared_stone, Charred Stone
iceandfire:chared_cobblestone, Charred Cobblestone
iceandfire:chared_gravel, Charred Gravel
iceandfire:chared_grass_path, Charred Grass Path
iceandfire:chared_ruby_ore, Charred Ruby Ore
iceandfire:ash, Ash
iceandfire:crackled_dirt, Crackled Dirt
iceandfire:crackled_grass, Crackled Grass
iceandfire:crackled_stone, Crackled Stone
iceandfire:crackled_cobblestone, Crackled Cobblestone
iceandfire:crackled_gravel, Crackled Gravel
iceandfire:crackled_grass_path, Crackled Grass Path
iceandfire:crackled_amethyst_ore, Crackled Amethyst Ore
iceandfire:fulgurite, Fulgurite
iceandfire:frozen_dirt, Frozen Dirt
iceandfire:frozen_grass, Frozen Grass
iceandfire:frozen_stone, Frozen Stone
iceandfire:frozen_cobblestone, Frozen Cobblestone
iceandfire:frozen_gravel, Frozen Gravel
iceandfire:frozen_grass_path, Frozen Grass Path
iceandfire:frozen_splinters, Frozen Splinters
iceandfire:frozen_sapphire_ore, Frozen Sapphire Ore
iceandfire:dragon_ice, Dragon Ice
iceandfire:lightning_stone, Lightning Stone
iceandfire:dragon_ice_spikes, Dragon Ice Spikes
iceandfire:nest, Dragon Nest
iceandfire:ancient_dragon_bone_block, Block of Ancient Dragon Bones
iceandfire:ancient_dragon_bone_wall, Ancient Dragon Bone Wall
iceandfire:dragon_bone_block, Block of Dragon Bones
iceandfire:dragon_bone_wall, Dragon Bone Wall
iceandfire:egginice, Frozen Dragon Egg
iceandfire:pixie_house:0, Brown Mushroom Pixie Hovel
iceandfire:pixie_house:1, Red Mushroom Pixie Hovel
iceandfire:pixie_house:2, Birch Pixie Hovel
iceandfire:pixie_house:3, Oak Pixie Hovel
iceandfire:pixie_house:4, Dark Oak Pixie Hovel
iceandfire:pixie_house:5, Spruce Pixie Hovel
iceandfire:jar_empty, Jar
iceandfire:jar_pixie:0, Pink Pixie Jar
iceandfire:jar_pixie:1, Purple Pixie Jar
iceandfire:jar_pixie:2, Blue Pixie Jar
iceandfire:jar_pixie:3, Green Pixie Jar
iceandfire:jar_pixie:4, Yellow Pixie Jar
iceandfire:myrmex_resin:0, Desert Myrmex Resin
iceandfire:myrmex_resin:1, Jungle Myrmex Resin
iceandfire:myrmex_resin_sticky:0, Sticky Desert Myrmex Resin
iceandfire:myrmex_resin_sticky:1, Sticky Jungle Myrmex Resin
iceandfire:desert_myrmex_cocoon, Desert Myrmex Cocoon
iceandfire:jungle_myrmex_cocoon, Jungle Myrmex Cocoon
iceandfire:myrmex_desert_biolight, Desert Myrmex Bioluminescence
iceandfire:myrmex_jungle_biolight, Jungle Myrmex Bioluminescence
iceandfire:myrmex_desert_resin_block, Hardened Desert Myrmex Resin
iceandfire:myrmex_jungle_resin_block, Hardened Jungle Myrmex Resin
iceandfire:myrmex_desert_resin_glass, Desert Myrmex Resin Glass
iceandfire:myrmex_jungle_resin_glass, Jungle Myrmex Resin Glass
iceandfire:ghost_chest, Cursed Chest
iceandfire:dread_stone, Dreadstone
iceandfire:dread_stone_bricks, Dreadstone Bricks
iceandfire:dread_stone_bricks_chiseled, Chiseled Dreadstone Bricks
iceandfire:dread_stone_bricks_cracked, Cracked Dreadstone Bricks
iceandfire:dread_stone_bricks_mossy, Mossy Dreadstone Bricks
iceandfire:dread_stone_tile, Dreadstone Tile
iceandfire:dread_stone_face, Dreadstone Chiseled Skull
iceandfire:dread_torch, Dreadstone Torch
iceandfire:dread_stone_stairs, Dreadstone Bricks Stairs
iceandfire:dread_stone_slab_double:0, Dreadstone Bricks Slab
iceandfire:dread_stone_slab:0, Dreadstone Bricks Slab
iceandfire:dreadwood_planks, Dreadwood Planks
iceandfire:dreadwood_planks_lock, Dreadwood Keyhole
iceandfire:dread_spawner, Dreadstone Mob Spawner
iceandfire:monster_spawner, Mob Spawner
iceandfire:dragonforge_bricks, Dragonforge Bricks
iceandfire:dragonforge_bricks_cracked, Cracked Dragonforge Bricks
iceandfire:dragonforge_input, Dragonforge Aperture
iceandfire:dragonforge_core_fire, Dragonforge Core
iceandfire:dragonforge_core_ice, Dragonforge Core
iceandfire:dragonforge_core_lightning, Dragonforge Core
iceandfire:dragonforge_core, Dragonforge Core
iceandfire:bestiary, Bestiary
iceandfire:manuscript, Manuscript
iceandfire:amethyst_gem, Amethyst
iceandfire:ruby_gem, Ruby
iceandfire:sapphire_gem, Sapphire
iceandfire:bronze_alloy, Bronze Alloy
iceandfire:copper_ingot, Copper Ingot
iceandfire:copper_nugget, Copper Nugget
iceandfire:armor_copper_metal_helmet, Copper Helmet
iceandfire:armor_copper_metal_chestplate, Copper Chestplate
iceandfire:armor_copper_metal_leggings, Copper Leggings
iceandfire:armor_copper_metal_boots, Copper Boots
iceandfire:copper_sword, Copper Sword
iceandfire:copper_shovel, Copper Shovel
iceandfire:copper_pickaxe, Copper Pickaxe
iceandfire:copper_axe, Copper Axe
iceandfire:copper_hoe, Copper Hoe
iceandfire:silver_ingot, Silver Ingot
iceandfire:silver_nugget, Silver Nugget
iceandfire:armor_silver_metal_helmet, Silver Helmet
iceandfire:armor_silver_metal_chestplate, Silver Chestplate
iceandfire:armor_silver_metal_leggings, Silver Leggings
iceandfire:armor_silver_metal_boots, Silver Boots
iceandfire:silver_sword, Silver Sword
iceandfire:silver_shovel, Silver Shovel
iceandfire:silver_pickaxe, Silver Pickaxe
iceandfire:silver_axe, Silver Axe
iceandfire:silver_hoe, Silver Hoe
iceandfire:fire_stew, Fire Lily Mixture
iceandfire:frost_stew, Frost Lily Mixture
iceandfire:lightning_stew, Lightning Lily Mixture
iceandfire:dragonegg_red:0, Dragon Egg
iceandfire:dragonegg_green:0, Dragon Egg
iceandfire:dragonegg_bronze:0, Dragon Egg
iceandfire:dragonegg_gray:0, Dragon Egg
iceandfire:dragonegg_blue:0, Dragon Egg
iceandfire:dragonegg_white:0, Dragon Egg
iceandfire:dragonegg_sapphire:0, Dragon Egg
iceandfire:dragonegg_silver:0, Dragon Egg
iceandfire:dragonegg_electric:0, Dragon Egg
iceandfire:dragonegg_amethyst:0, Dragon Egg
iceandfire:dragonegg_copper:0, Dragon Egg
iceandfire:dragonegg_black:0, Dragon Egg
iceandfire:dragonscales_red:0, Dragon Scales
iceandfire:dragonscales_green:0, Dragon Scales
iceandfire:dragonscales_bronze:0, Dragon Scales
iceandfire:dragonscales_gray:0, Dragon Scales
iceandfire:dragonscales_blue:0, Dragon Scales
iceandfire:dragonscales_white:0, Dragon Scales
iceandfire:dragonscales_sapphire:0, Dragon Scales
iceandfire:dragonscales_silver:0, Dragon Scales
